Time,main.led_anode,main.light_bus,main.pt_collector
6.250000e-07,1.765543e+00,1.661667e-01,4.051995e+00
1.375000e-06,1.766158e+00,1.682486e-01,4.071227e+00
2.275000e-06,1.766887e+00,1.707491e-01,4.060145e+00
3.355000e-06,1.767748e+00,1.737525e-01,4.043725e+00
4.651000e-06,1.768764e+00,1.773603e-01,4.023931e+00
6.206200e-06,1.769956e+00,1.816948e-01,4.000150e+00
8.072440e-06,1.771352e+00,1.869026e-01,3.971569e+00
9.938680e-06,1.772979e+00,1.931602e-01,3.937230e+00
1.217817e-05,1.774556e+00,1.994252e-01,3.902802e+00
1.486555e-05,1.776385e+00,2.069508e-01,3.861478e+00
1.809042e-05,1.778496e+00,2.159892e-01,3.811825e+00
2.196025e-05,1.780917e+00,2.268406e-01,3.752197e+00
2.660405e-05,1.783672e+00,2.398609e-01,3.680635e+00
3.217662e-05,1.786784e+00,2.554678e-01,3.594840e+00
3.886369e-05,1.790267e+00,2.741461e-01,3.492145e+00
4.688818e-05,1.794127e+00,2.964464e-01,3.369519e+00
5.651757e-05,1.798357e+00,3.229757e-01,3.223626e+00
6.807284e-05,1.802935e+00,3.543665e-01,3.050986e+00
8.193916e-05,1.807817e+00,3.912135e-01,2.848333e+00
9.857874e-05,1.812934e+00,4.339486e-01,2.613291e+00
1.185462e-04,1.818182e+00,4.826157e-01,2.345622e+00
1.425072e-04,1.823409e+00,5.364798e-01,2.049367e+00
1.712604e-04,1.828394e+00,5.933831e-01,1.736397e+00
2.057643e-04,1.832809e+00,6.487392e-01,1.431935e+00
2.471689e-04,1.836158e+00,6.940945e-01,1.182478e+00
2.968544e-04,1.837657e+00,7.153726e-01,1.065444e+00
3.468544e-04,1.835983e+00,6.915072e-01,1.196697e+00
3.968544e-04,1.830271e+00,6.155921e-01,1.614225e+00
4.468544e-04,1.819703e+00,4.953494e-01,2.275559e+00
4.968544e-04,1.801654e+00,3.433771e-01,3.111407e+00
5.468544e-04,1.768960e+00,1.765718e-01,4.028839e+00
5.968544e-04,1.669512e+00,2.377496e-02,4.869231e+00
6.468544e-04,1.070795e+00,1.296405e-07,5.000037e+00
6.968544e-04,5.068935e-01,1.429728e-12,4.999998e+00
7.468544e-04,1.380908e-01,7.411538e-16,4.999995e+00
7.968544e-04,4.882679e-04,-2.117582e-17,4.999999e+00
8.468544e-04,1.075553e-01,3.599890e-16,5.000000e+00
8.968544e-04,4.488115e-01,4.411559e-13,5.000000e+00
9.468544e-04,9.908522e-01,2.570010e-08,5.000000e+00
9.968544e-04,1.631709e+00,1.106568e-02,4.939143e+00
1.046854e-03,2.450592e+00,9.716527e-13,4.999991e+00
1.096854e-03,1.799578e+00,3.225846e-01,3.225919e+00
1.136854e-03,1.817917e+00,4.776669e-01,2.372764e+00
1.184854e-03,1.827157e+00,5.808272e-01,1.805440e+00
1.234854e-03,1.834295e+00,6.694983e-01,1.317768e+00
1.284854e-03,1.837483e+00,7.129425e-01,1.078810e+00
1.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
1.384854e-03,1.832041e+00,6.382303e-01,1.489716e+00
1.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
1.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
1.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
1.584854e-03,1.711405e+00,5.553591e-02,4.694542e+00
1.634854e-03,1.229351e+00,3.211227e-06,5.000011e+00
1.684854e-03,6.262354e-01,1.601204e-11,5.000009e+00
1.734854e-03,2.065226e-01,3.218725e-15,4.999993e+00
1.784854e-03,1.131134e-02,4.235165e-17,4.999998e+00
1.834854e-03,5.971026e-02,8.470329e-17,5.000000e+00
1.884854e-03,3.469817e-01,5.607358e-14,5.000000e+00
1.934854e-03,8.450056e-01,1.341964e-09,5.000000e+00
1.984854e-03,1.501525e+00,7.933402e-04,4.995637e+00
2.034854e-03,1.747927e+00,1.164086e-01,4.359799e+00
2.084854e-03,1.792133e+00,2.830302e-01,3.443356e+00
2.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
2.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
2.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
2.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
2.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
2.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
2.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
2.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
2.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
2.584854e-03,1.711405e+00,5.553591e-02,4.694542e+00
2.634854e-03,1.229351e+00,3.211228e-06,5.000011e+00
2.684854e-03,6.262354e-01,1.601206e-11,5.000009e+00
2.734854e-03,2.065226e-01,3.218725e-15,4.999993e+00
2.784854e-03,1.131134e-02,-2.117582e-17,4.999998e+00
2.834854e-03,5.971025e-02,1.058791e-16,5.000000e+00
2.884854e-03,3.469817e-01,5.609476e-14,5.000000e+00
2.934854e-03,8.450056e-01,1.341964e-09,5.000000e+00
2.984854e-03,1.501525e+00,7.933399e-04,4.995637e+00
3.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
3.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
3.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
3.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
3.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
3.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
3.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
3.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
3.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
3.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
3.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
3.584854e-03,1.711405e+00,5.553592e-02,4.694542e+00
3.634854e-03,1.229351e+00,3.211229e-06,5.000011e+00
3.684854e-03,6.262354e-01,1.601201e-11,5.000009e+00
3.734854e-03,2.065226e-01,3.218725e-15,4.999993e+00
3.784854e-03,1.131134e-02,2.117582e-17,4.999998e+00
3.834854e-03,5.971025e-02,1.058791e-16,5.000000e+00
3.884854e-03,3.469817e-01,5.609476e-14,5.000000e+00
3.934854e-03,8.450056e-01,1.341963e-09,5.000000e+00
3.984854e-03,1.501525e+00,7.933397e-04,4.995637e+00
4.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
4.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
4.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
4.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
4.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
4.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
4.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
4.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
4.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
4.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
4.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
4.584854e-03,1.711405e+00,5.553592e-02,4.694542e+00
4.634854e-03,1.229351e+00,3.211230e-06,5.000011e+00
4.684854e-03,6.262355e-01,1.601206e-11,5.000009e+00
4.734854e-03,2.065226e-01,3.218725e-15,4.999993e+00
4.784854e-03,1.131135e-02,0.000000e+00,4.999998e+00
4.834854e-03,5.971024e-02,1.270549e-16,5.000000e+00
4.884854e-03,3.469817e-01,5.611593e-14,5.000000e+00
4.934854e-03,8.450056e-01,1.341963e-09,5.000000e+00
4.984854e-03,1.501525e+00,7.933394e-04,4.995637e+00
5.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
5.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
5.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
5.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
5.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
5.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
5.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
5.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
5.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
5.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
5.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
5.584854e-03,1.711405e+00,5.553592e-02,4.694542e+00
5.634854e-03,1.229351e+00,3.211231e-06,5.000011e+00
5.684854e-03,6.262355e-01,1.601206e-11,5.000009e+00
5.734854e-03,2.065226e-01,3.218725e-15,4.999993e+00
5.784854e-03,1.131135e-02,2.117582e-17,4.999998e+00
5.834854e-03,5.971024e-02,8.470329e-17,5.000000e+00
5.884854e-03,3.469817e-01,5.609476e-14,5.000000e+00
5.934854e-03,8.450056e-01,1.341963e-09,5.000000e+00
5.984854e-03,1.501525e+00,7.933392e-04,4.995637e+00
6.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
6.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
6.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
6.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
6.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
6.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
6.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
6.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
6.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
6.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
6.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
6.584854e-03,1.711405e+00,5.553593e-02,4.694542e+00
6.634854e-03,1.229351e+00,3.211232e-06,5.000011e+00
6.684854e-03,6.262355e-01,1.601204e-11,5.000009e+00
6.734854e-03,2.065226e-01,3.218725e-15,4.999993e+00
6.784854e-03,1.131135e-02,0.000000e+00,4.999998e+00
6.834854e-03,5.971024e-02,1.058791e-16,5.000000e+00
6.884854e-03,3.469817e-01,5.609476e-14,5.000000e+00
6.934854e-03,8.450056e-01,1.341962e-09,5.000000e+00
6.984854e-03,1.501525e+00,7.933390e-04,4.995637e+00
7.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
7.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
7.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
7.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
7.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
7.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
7.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
7.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
7.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
7.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
7.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
7.584854e-03,1.711405e+00,5.553593e-02,4.694542e+00
7.634854e-03,1.229351e+00,3.211233e-06,5.000011e+00
7.684854e-03,6.262355e-01,1.601204e-11,5.000009e+00
7.734854e-03,2.065227e-01,3.218725e-15,4.999993e+00
7.784854e-03,1.131135e-02,0.000000e+00,4.999998e+00
7.834854e-03,5.971023e-02,8.470329e-17,5.000000e+00
7.884854e-03,3.469817e-01,5.609476e-14,5.000000e+00
7.934854e-03,8.450056e-01,1.341962e-09,5.000000e+00
7.984854e-03,1.501525e+00,7.933387e-04,4.995637e+00
8.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
8.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
8.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
8.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
8.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
8.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
8.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
8.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
8.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
8.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
8.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
8.584854e-03,1.711405e+00,5.553593e-02,4.694542e+00
8.634854e-03,1.229351e+00,3.211234e-06,5.000011e+00
8.684854e-03,6.262355e-01,1.601206e-11,5.000009e+00
8.734854e-03,2.065227e-01,3.218725e-15,4.999993e+00
8.784854e-03,1.131135e-02,2.117582e-17,4.999998e+00
8.834854e-03,5.971023e-02,8.470329e-17,5.000000e+00
8.884854e-03,3.469817e-01,5.607358e-14,5.000000e+00
8.934854e-03,8.450055e-01,1.341962e-09,5.000000e+00
8.984854e-03,1.501525e+00,7.933385e-04,4.995637e+00
9.034854e-03,1.747927e+00,1.164085e-01,4.359799e+00
9.084854e-03,1.792133e+00,2.830301e-01,3.443356e+00
9.134854e-03,1.814098e+00,4.426553e-01,2.565401e+00
9.184854e-03,1.827129e+00,5.761619e-01,1.831112e+00
9.234854e-03,1.834294e+00,6.694985e-01,1.317756e+00
9.284854e-03,1.837483e+00,7.129425e-01,1.078809e+00
9.334854e-03,1.836737e+00,7.021612e-01,1.138100e+00
9.384854e-03,1.832041e+00,6.382303e-01,1.489717e+00
9.434854e-03,1.822761e+00,5.276546e-01,2.097881e+00
9.484854e-03,1.806820e+00,3.819340e-01,2.899344e+00
9.534854e-03,1.779135e+00,2.168355e-01,3.807388e+00
9.584854e-03,1.711405e+00,5.553594e-02,4.694542e+00
9.634854e-03,1.229351e+00,3.211235e-06,5.000011e+00
9.684854e-03,6.262355e-01,1.601206e-11,5.000009e+00
9.734854e-03,2.065227e-01,3.218725e-15,4.999993e+00
9.784854e-03,1.131135e-02,2.117582e-17,4.999998e+00
9.834854e-03,5.971023e-02,1.058791e-16,5.000000e+00
9.884854e-03,3.469817e-01,5.609476e-14,5.000000e+00
9.934854e-03,8.450055e-01,1.341961e-09,5.000000e+00
9.984854e-03,1.501525e+00,7.933382e-04,4.995637e+00
1.003485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.008485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.013485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.018485e-02,1.827129e+00,5.761619e-01,1.831112e+00
1.023485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.028485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.033485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.038485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.043485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.048485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.053485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.058485e-02,1.711405e+00,5.553594e-02,4.694542e+00
1.063485e-02,1.229351e+00,3.211236e-06,5.000011e+00
1.068485e-02,6.262355e-01,1.601208e-11,5.000009e+00
1.073485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.078485e-02,1.131136e-02,2.117582e-17,4.999998e+00
1.083485e-02,5.971022e-02,1.270549e-16,5.000000e+00
1.088485e-02,3.469817e-01,5.611593e-14,5.000000e+00
1.093485e-02,8.450055e-01,1.341961e-09,5.000000e+00
1.098485e-02,1.501525e+00,7.933380e-04,4.995637e+00
1.103485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.108485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.113485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.118485e-02,1.827129e+00,5.761619e-01,1.831112e+00
1.123485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.128485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.133485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.138485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.143485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.148485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.153485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.158485e-02,1.711405e+00,5.553594e-02,4.694542e+00
1.163485e-02,1.229351e+00,3.211237e-06,5.000011e+00
1.168485e-02,6.262355e-01,1.601208e-11,5.000009e+00
1.173485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.178485e-02,1.131136e-02,2.117582e-17,4.999998e+00
1.183485e-02,5.971022e-02,1.270549e-16,5.000000e+00
1.188485e-02,3.469816e-01,5.609476e-14,5.000000e+00
1.193485e-02,8.450055e-01,1.341961e-09,5.000000e+00
1.198485e-02,1.501525e+00,7.933377e-04,4.995637e+00
1.203485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.208485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.213485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.218485e-02,1.827129e+00,5.761619e-01,1.831112e+00
1.223485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.228485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.233485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.238485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.243485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.248485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.253485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.258485e-02,1.711405e+00,5.553595e-02,4.694542e+00
1.263485e-02,1.229351e+00,3.211238e-06,5.000011e+00
1.268485e-02,6.262356e-01,1.601208e-11,5.000009e+00
1.273485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.278485e-02,1.131136e-02,0.000000e+00,4.999998e+00
1.283485e-02,5.971021e-02,1.058791e-16,5.000000e+00
1.288485e-02,3.469816e-01,5.609476e-14,5.000000e+00
1.293485e-02,8.450055e-01,1.341960e-09,5.000000e+00
1.298485e-02,1.501525e+00,7.933375e-04,4.995637e+00
1.303485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.308485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.313485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.318485e-02,1.827129e+00,5.761619e-01,1.831112e+00
1.323485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.328485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.333485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.338485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.343485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.348485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.353485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.358485e-02,1.711405e+00,5.553595e-02,4.694542e+00
1.363485e-02,1.229351e+00,3.211239e-06,5.000011e+00
1.368485e-02,6.262356e-01,1.601210e-11,5.000009e+00
1.373485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.378485e-02,1.131136e-02,2.117582e-17,4.999998e+00
1.383485e-02,5.971021e-02,1.058791e-16,5.000000e+00
1.388485e-02,3.469816e-01,5.611593e-14,5.000000e+00
1.393485e-02,8.450055e-01,1.341960e-09,5.000000e+00
1.398485e-02,1.501525e+00,7.933372e-04,4.995637e+00
1.403485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.408485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.413485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.418485e-02,1.827129e+00,5.761618e-01,1.831112e+00
1.423485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.428485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.433485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.438485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.443485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.448485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.453485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.458485e-02,1.711405e+00,5.553595e-02,4.694542e+00
1.463485e-02,1.229351e+00,3.211240e-06,5.000011e+00
1.468485e-02,6.262356e-01,1.601208e-11,5.000009e+00
1.473485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.478485e-02,1.131136e-02,-2.117582e-17,4.999998e+00
1.483485e-02,5.971021e-02,1.058791e-16,5.000000e+00
1.488485e-02,3.469816e-01,5.609476e-14,5.000000e+00
1.493485e-02,8.450055e-01,1.341959e-09,5.000000e+00
1.498485e-02,1.501525e+00,7.933370e-04,4.995637e+00
1.503485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.508485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.513485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.518485e-02,1.827129e+00,5.761618e-01,1.831112e+00
1.523485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.528485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.533485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.538485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.543485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.548485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.553485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.558485e-02,1.711405e+00,5.553596e-02,4.694542e+00
1.563485e-02,1.229351e+00,3.211241e-06,5.000011e+00
1.568485e-02,6.262356e-01,1.601210e-11,5.000009e+00
1.573485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.578485e-02,1.131136e-02,0.000000e+00,4.999998e+00
1.583485e-02,5.971020e-02,1.058791e-16,5.000000e+00
1.588485e-02,3.469816e-01,5.613711e-14,5.000000e+00
1.593485e-02,8.450054e-01,1.341959e-09,5.000000e+00
1.598485e-02,1.501525e+00,7.933367e-04,4.995637e+00
1.603485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.608485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.613485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.618485e-02,1.827129e+00,5.761618e-01,1.831112e+00
1.623485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.628485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.633485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.638485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.643485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.648485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.653485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.658485e-02,1.711405e+00,5.553596e-02,4.694542e+00
1.663485e-02,1.229351e+00,3.211242e-06,5.000011e+00
1.668485e-02,6.262356e-01,1.601210e-11,5.000009e+00
1.673485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.678485e-02,1.131137e-02,2.117582e-17,4.999998e+00
1.683485e-02,5.971020e-02,1.058791e-16,5.000000e+00
1.688485e-02,3.469816e-01,5.611593e-14,5.000000e+00
1.693485e-02,8.450054e-01,1.341959e-09,5.000000e+00
1.698485e-02,1.501525e+00,7.933365e-04,4.995637e+00
1.703485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.708485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.713485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.718485e-02,1.827129e+00,5.761618e-01,1.831112e+00
1.723485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.728485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.733485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.738485e-02,1.832041e+00,6.382303e-01,1.489717e+00
1.743485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.748485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.753485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.758485e-02,1.711405e+00,5.553596e-02,4.694542e+00
1.763485e-02,1.229351e+00,3.211243e-06,5.000011e+00
1.768485e-02,6.262356e-01,1.601210e-11,5.000009e+00
1.773485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.778485e-02,1.131137e-02,0.000000e+00,4.999998e+00
1.783485e-02,5.971019e-02,1.058791e-16,5.000000e+00
1.788485e-02,3.469816e-01,5.613711e-14,5.000000e+00
1.793485e-02,8.450054e-01,1.341958e-09,5.000000e+00
1.798485e-02,1.501525e+00,7.933362e-04,4.995637e+00
1.803485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.808485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.813485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.818485e-02,1.827129e+00,5.761618e-01,1.831112e+00
1.823485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.828485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.833485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.838485e-02,1.832041e+00,6.382303e-01,1.489716e+00
1.843485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.848485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.853485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.858485e-02,1.711405e+00,5.553597e-02,4.694541e+00
1.863485e-02,1.229351e+00,3.211244e-06,5.000011e+00
1.868485e-02,6.262356e-01,1.601208e-11,5.000009e+00
1.873485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.878485e-02,1.131137e-02,0.000000e+00,4.999998e+00
1.883485e-02,5.971019e-02,1.270549e-16,5.000000e+00
1.888485e-02,3.469816e-01,5.611593e-14,5.000000e+00
1.893485e-02,8.450054e-01,1.341958e-09,5.000000e+00
1.898485e-02,1.501525e+00,7.933360e-04,4.995637e+00
1.903485e-02,1.747927e+00,1.164085e-01,4.359799e+00
1.908485e-02,1.792133e+00,2.830301e-01,3.443357e+00
1.913485e-02,1.814098e+00,4.426553e-01,2.565401e+00
1.918485e-02,1.827129e+00,5.761618e-01,1.831112e+00
1.923485e-02,1.834294e+00,6.694985e-01,1.317756e+00
1.928485e-02,1.837483e+00,7.129425e-01,1.078809e+00
1.933485e-02,1.836737e+00,7.021612e-01,1.138100e+00
1.938485e-02,1.832041e+00,6.382303e-01,1.489716e+00
1.943485e-02,1.822761e+00,5.276546e-01,2.097881e+00
1.948485e-02,1.806820e+00,3.819340e-01,2.899344e+00
1.953485e-02,1.779135e+00,2.168355e-01,3.807388e+00
1.958485e-02,1.711405e+00,5.553597e-02,4.694541e+00
1.963485e-02,1.229351e+00,3.211245e-06,5.000011e+00
1.968485e-02,6.262356e-01,1.601212e-11,5.000009e+00
1.973485e-02,2.065227e-01,3.218725e-15,4.999993e+00
1.978485e-02,1.131137e-02,0.000000e+00,4.999998e+00
1.983485e-02,5.971019e-02,1.270549e-16,5.000000e+00
1.988485e-02,3.469816e-01,5.611593e-14,5.000000e+00
1.993485e-02,8.450054e-01,1.341958e-09,5.000000e+00
1.998485e-02,1.501525e+00,7.933357e-04,4.995637e+00
2.003485e-02,1.747927e+00,1.164085e-01,4.359799e+00
2.008485e-02,1.792133e+00,2.830301e-01,3.443357e+00
2.013485e-02,1.814098e+00,4.426553e-01,2.565401e+00
2.018485e-02,1.827129e+00,5.761618e-01,1.831112e+00
2.023485e-02,1.834294e+00,6.694985e-01,1.317756e+00
2.028485e-02,1.837483e+00,7.129425e-01,1.078809e+00
2.033485e-02,1.836737e+00,7.021612e-01,1.138100e+00
2.038485e-02,1.832041e+00,6.382303e-01,1.489716e+00
2.043485e-02,1.822761e+00,5.276546e-01,2.097881e+00
2.048485e-02,1.806820e+00,3.819340e-01,2.899344e+00
2.053485e-02,1.779135e+00,2.168355e-01,3.807388e+00
2.058485e-02,1.711405e+00,5.553597e-02,4.694541e+00
2.063485e-02,1.229351e+00,3.211246e-06,5.000011e+00
2.068485e-02,6.262357e-01,1.601210e-11,5.000009e+00
2.073485e-02,2.065227e-01,3.218725e-15,4.999993e+00
2.078485e-02,1.131137e-02,2.117582e-17,4.999998e+00
