Time,main.q1_base,main.q1_collector,main.v_in
2.339850e-02,-1.625240e+00,-1.153028e+01,-1.017107e+00
2.340850e-02,-1.626280e+00,-1.142932e+01,-1.018092e+00
2.341850e-02,-1.627362e+00,-1.132459e+01,-1.019124e+00
2.342850e-02,-1.628482e+00,-1.121646e+01,-1.020200e+00
2.343850e-02,-1.629637e+00,-1.110534e+01,-1.021314e+00
2.344850e-02,-1.630820e+00,-1.099167e+01,-1.022462e+00
2.345850e-02,-1.632028e+00,-1.087588e+01,-1.023640e+00
2.346850e-02,-1.633256e+00,-1.075842e+01,-1.024843e+00
2.347850e-02,-1.634499e+00,-1.063976e+01,-1.026067e+00
2.348850e-02,-1.635752e+00,-1.052037e+01,-1.027306e+00
2.349850e-02,-1.637010e+00,-1.040073e+01,-1.028556e+00
2.350850e-02,-1.638269e+00,-1.028133e+01,-1.029811e+00
2.351850e-02,-1.639522e+00,-1.016266e+01,-1.031067e+00
2.352850e-02,-1.640767e+00,-1.004521e+01,-1.032319e+00
2.353850e-02,-1.641996e+00,-9.929464e+00,-1.033562e+00
2.354850e-02,-1.643207e+00,-9.815907e+00,-1.034791e+00
2.355850e-02,-1.644393e+00,-9.705018e+00,-1.036000e+00
2.356850e-02,-1.645551e+00,-9.597266e+00,-1.037187e+00
2.357850e-02,-1.646675e+00,-9.493106e+00,-1.038344e+00
2.358850e-02,-1.647762e+00,-9.392983e+00,-1.039469e+00
2.359850e-02,-1.648806e+00,-9.297324e+00,-1.040557e+00
2.360850e-02,-1.649805e+00,-9.206542e+00,-1.041602e+00
2.361850e-02,-1.650754e+00,-9.121025e+00,-1.042602e+00
2.362850e-02,-1.651649e+00,-9.041143e+00,-1.043553e+00
2.363850e-02,-1.652486e+00,-8.967240e+00,-1.044449e+00
2.364850e-02,-1.653264e+00,-8.899637e+00,-1.045289e+00
2.365850e-02,-1.653978e+00,-8.838627e+00,-1.046069e+00
2.366850e-02,-1.654625e+00,-8.784473e+00,-1.046785e+00
2.367850e-02,-1.655204e+00,-8.737412e+00,-1.047434e+00
2.368850e-02,-1.655712e+00,-8.697646e+00,-1.048015e+00
2.369850e-02,-1.656147e+00,-8.665350e+00,-1.048525e+00
2.370850e-02,-1.656507e+00,-8.640663e+00,-1.048962e+00
2.371850e-02,-1.656791e+00,-8.623692e+00,-1.049324e+00
2.372850e-02,-1.656998e+00,-8.614510e+00,-1.049609e+00
2.373850e-02,-1.657127e+00,-8.613156e+00,-1.049818e+00
2.374850e-02,-1.657178e+00,-8.619637e+00,-1.049948e+00
2.375850e-02,-1.657150e+00,-8.633922e+00,-1.049999e+00
2.376850e-02,-1.657044e+00,-8.655950e+00,-1.049972e+00
2.377850e-02,-1.656860e+00,-8.685624e+00,-1.049865e+00
2.378850e-02,-1.656599e+00,-8.722814e+00,-1.049680e+00
2.379850e-02,-1.656261e+00,-8.767358e+00,-1.049418e+00
2.380850e-02,-1.655849e+00,-8.819063e+00,-1.049079e+00
2.381850e-02,-1.655364e+00,-8.877705e+00,-1.048664e+00
2.382850e-02,-1.654807e+00,-8.943030e+00,-1.048176e+00
2.383850e-02,-1.654182e+00,-9.014756e+00,-1.047616e+00
2.384850e-02,-1.653490e+00,-9.092573e+00,-1.046987e+00
2.385850e-02,-1.652735e+00,-9.176149e+00,-1.046291e+00
2.386850e-02,-1.651919e+00,-9.265125e+00,-1.045530e+00
2.387850e-02,-1.651046e+00,-9.359122e+00,-1.044708e+00
2.388850e-02,-1.650118e+00,-9.457739e+00,-1.043828e+00
2.389850e-02,-1.649141e+00,-9.560559e+00,-1.042893e+00
2.390850e-02,-1.648117e+00,-9.667149e+00,-1.041908e+00
2.391850e-02,-1.647050e+00,-9.777059e+00,-1.040876e+00
2.392850e-02,-1.645946e+00,-9.889833e+00,-1.039800e+00
2.393850e-02,-1.644808e+00,-1.000500e+01,-1.038686e+00
2.394850e-02,-1.643641e+00,-1.012208e+01,-1.037538e+00
2.395850e-02,-1.642449e+00,-1.024060e+01,-1.036360e+00
2.396850e-02,-1.641237e+00,-1.036008e+01,-1.035157e+00
2.397850e-02,-1.640011e+00,-1.048003e+01,-1.033933e+00
2.398850e-02,-1.638774e+00,-1.059996e+01,-1.032694e+00
2.399850e-02,-1.637531e+00,-1.071941e+01,-1.031444e+00
2.400850e-02,-1.636289e+00,-1.083790e+01,-1.030189e+00
2.401850e-02,-1.635051e+00,-1.095496e+01,-1.028933e+00
2.402850e-02,-1.633822e+00,-1.107015e+01,-1.027681e+00
2.403850e-02,-1.632608e+00,-1.118302e+01,-1.026438e+00
2.404850e-02,-1.631413e+00,-1.129315e+01,-1.025209e+00
2.405850e-02,-1.630242e+00,-1.140013e+01,-1.024000e+00
2.406850e-02,-1.629099e+00,-1.150355e+01,-1.022813e+00
2.407850e-02,-1.627989e+00,-1.160304e+01,-1.021656e+00
2.408850e-02,-1.626917e+00,-1.169824e+01,-1.020531e+00
2.409850e-02,-1.625886e+00,-1.178882e+01,-1.019443e+00
2.410850e-02,-1.624901e+00,-1.187445e+01,-1.018398e+00
2.411850e-02,-1.623966e+00,-1.195484e+01,-1.017398e+00
2.412850e-02,-1.623085e+00,-1.202971e+01,-1.016447e+00
2.413850e-02,-1.622260e+00,-1.209880e+01,-1.015551e+00
2.414850e-02,-1.621495e+00,-1.216189e+01,-1.014711e+00
2.415850e-02,-1.620794e+00,-1.221877e+01,-1.013931e+00
2.416850e-02,-1.620159e+00,-1.226925e+01,-1.013215e+00
2.417850e-02,-1.619592e+00,-1.231317e+01,-1.012566e+00
2.418850e-02,-1.619097e+00,-1.235038e+01,-1.011985e+00
2.419850e-02,-1.618674e+00,-1.238077e+01,-1.011475e+00
2.420850e-02,-1.618326e+00,-1.240424e+01,-1.011038e+00
2.421850e-02,-1.618053e+00,-1.242072e+01,-1.010676e+00
2.422850e-02,-1.617858e+00,-1.243014e+01,-1.010391e+00
2.423850e-02,-1.617741e+00,-1.243249e+01,-1.010182e+00
2.424850e-02,-1.617702e+00,-1.242775e+01,-1.010052e+00
2.425850e-02,-1.617742e+00,-1.241594e+01,-1.010001e+00
2.426850e-02,-1.617860e+00,-1.239709e+01,-1.010028e+00
2.427850e-02,-1.618056e+00,-1.237126e+01,-1.010135e+00
2.428850e-02,-1.618329e+00,-1.233854e+01,-1.010320e+00
2.429850e-02,-1.618679e+00,-1.229902e+01,-1.010582e+00
2.430850e-02,-1.619103e+00,-1.225282e+01,-1.010921e+00
2.431850e-02,-1.619601e+00,-1.220011e+01,-1.011336e+00
2.432850e-02,-1.620170e+00,-1.214105e+01,-1.011824e+00
2.433850e-02,-1.620808e+00,-1.207584e+01,-1.012384e+00
2.434850e-02,-1.621513e+00,-1.200469e+01,-1.013013e+00
2.435850e-02,-1.622282e+00,-1.192784e+01,-1.013709e+00
2.436850e-02,-1.623111e+00,-1.184557e+01,-1.014470e+00
2.437850e-02,-1.623998e+00,-1.175815e+01,-1.015292e+00
2.438850e-02,-1.624939e+00,-1.166589e+01,-1.016172e+00
2.439850e-02,-1.625931e+00,-1.156913e+01,-1.017107e+00
2.440850e-02,-1.626969e+00,-1.146821e+01,-1.018092e+00
2.441850e-02,-1.628049e+00,-1.136351e+01,-1.019124e+00
2.442850e-02,-1.629168e+00,-1.125541e+01,-1.020200e+00
2.443850e-02,-1.630320e+00,-1.114433e+01,-1.021314e+00
2.444850e-02,-1.631502e+00,-1.103069e+01,-1.022462e+00
2.445850e-02,-1.632708e+00,-1.091493e+01,-1.023640e+00
2.446850e-02,-1.633934e+00,-1.079749e+01,-1.024843e+00
2.447850e-02,-1.635175e+00,-1.067886e+01,-1.026067e+00
2.448850e-02,-1.636426e+00,-1.055949e+01,-1.027306e+00
2.449850e-02,-1.637683e+00,-1.043987e+01,-1.028556e+00
2.450850e-02,-1.638940e+00,-1.032049e+01,-1.029811e+00
2.451850e-02,-1.640192e+00,-1.020183e+01,-1.031067e+00
2.452850e-02,-1.641435e+00,-1.008438e+01,-1.032319e+00
2.453850e-02,-1.642663e+00,-9.968634e+00,-1.033562e+00
2.454850e-02,-1.643871e+00,-9.855073e+00,-1.034791e+00
2.455850e-02,-1.645056e+00,-9.744174e+00,-1.036000e+00
2.456850e-02,-1.646212e+00,-9.636404e+00,-1.037187e+00
2.457850e-02,-1.647335e+00,-9.532222e+00,-1.038344e+00
2.458850e-02,-1.648420e+00,-9.432071e+00,-1.039469e+00
2.459850e-02,-1.649463e+00,-9.336379e+00,-1.040557e+00
2.460850e-02,-1.650460e+00,-9.245557e+00,-1.041602e+00
2.461850e-02,-1.651407e+00,-9.159995e+00,-1.042602e+00
2.462850e-02,-1.652300e+00,-9.080061e+00,-1.043553e+00
2.463850e-02,-1.653136e+00,-9.006102e+00,-1.044449e+00
2.464850e-02,-1.653912e+00,-8.938436e+00,-1.045289e+00
2.465850e-02,-1.654625e+00,-8.877357e+00,-1.046069e+00
2.466850e-02,-1.655271e+00,-8.823130e+00,-1.046785e+00
2.467850e-02,-1.655848e+00,-8.775989e+00,-1.047434e+00
2.468850e-02,-1.656354e+00,-8.736139e+00,-1.048015e+00
2.469850e-02,-1.656787e+00,-8.703752e+00,-1.048525e+00
2.470850e-02,-1.657146e+00,-8.678969e+00,-1.048962e+00
2.471850e-02,-1.657429e+00,-8.661898e+00,-1.049324e+00
2.472850e-02,-1.657634e+00,-8.652610e+00,-1.049609e+00
2.473850e-02,-1.657762e+00,-8.651146e+00,-1.049818e+00
2.474850e-02,-1.657811e+00,-8.657512e+00,-1.049948e+00
2.475850e-02,-1.657781e+00,-8.671677e+00,-1.049999e+00
2.476850e-02,-1.657674e+00,-8.693580e+00,-1.049972e+00
2.477850e-02,-1.657488e+00,-8.723125e+00,-1.049865e+00
2.478850e-02,-1.657225e+00,-8.760181e+00,-1.049680e+00
2.479850e-02,-1.656886e+00,-8.804588e+00,-1.049418e+00
2.480850e-02,-1.656472e+00,-8.856151e+00,-1.049079e+00
2.481850e-02,-1.655986e+00,-8.914647e+00,-1.048664e+00
2.482850e-02,-1.655428e+00,-8.979822e+00,-1.048176e+00
2.483850e-02,-1.654801e+00,-9.051393e+00,-1.047616e+00
2.484850e-02,-1.654108e+00,-9.129054e+00,-1.046987e+00
2.485850e-02,-1.653351e+00,-9.212468e+00,-1.046291e+00
2.486850e-02,-1.652533e+00,-9.301280e+00,-1.045530e+00
2.487850e-02,-1.651658e+00,-9.395108e+00,-1.044708e+00
2.488850e-02,-1.650729e+00,-9.493554e+00,-1.043828e+00
2.489850e-02,-1.649750e+00,-9.596200e+00,-1.042893e+00
2.490850e-02,-1.648725e+00,-9.702612e+00,-1.041908e+00
2.491850e-02,-1.647657e+00,-9.812343e+00,-1.040876e+00
2.492850e-02,-1.646551e+00,-9.924934e+00,-1.039800e+00
2.493850e-02,-1.645412e+00,-1.003992e+01,-1.038686e+00
2.494850e-02,-1.644243e+00,-1.015682e+01,-1.037538e+00
2.495850e-02,-1.643049e+00,-1.027515e+01,-1.036360e+00
2.496850e-02,-1.641836e+00,-1.039443e+01,-1.035157e+00
2.497850e-02,-1.640608e+00,-1.051419e+01,-1.033933e+00
2.498850e-02,-1.639370e+00,-1.063394e+01,-1.032694e+00
2.499850e-02,-1.638126e+00,-1.075319e+01,-1.031444e+00
2.500850e-02,-1.636882e+00,-1.087149e+01,-1.030189e+00
2.501850e-02,-1.635642e+00,-1.098836e+01,-1.028933e+00
2.502850e-02,-1.634412e+00,-1.110336e+01,-1.027681e+00
2.503850e-02,-1.633196e+00,-1.121605e+01,-1.026438e+00
2.504850e-02,-1.632000e+00,-1.132599e+01,-1.025209e+00
2.505850e-02,-1.630827e+00,-1.143278e+01,-1.024000e+00
2.506850e-02,-1.629683e+00,-1.153602e+01,-1.022813e+00
2.507850e-02,-1.628571e+00,-1.163534e+01,-1.021656e+00
2.508850e-02,-1.627498e+00,-1.173037e+01,-1.020531e+00
2.509850e-02,-1.626465e+00,-1.182078e+01,-1.019443e+00
2.510850e-02,-1.625479e+00,-1.190624e+01,-1.018398e+00
2.511850e-02,-1.624543e+00,-1.198647e+01,-1.017398e+00
2.512850e-02,-1.623659e+00,-1.206119e+01,-1.016447e+00
2.513850e-02,-1.622833e+00,-1.213014e+01,-1.015551e+00
2.514850e-02,-1.622067e+00,-1.219309e+01,-1.014711e+00
2.515850e-02,-1.621364e+00,-1.224984e+01,-1.013931e+00
2.516850e-02,-1.620728e+00,-1.230020e+01,-1.013215e+00
2.517850e-02,-1.620160e+00,-1.234400e+01,-1.012566e+00
2.518850e-02,-1.619662e+00,-1.238110e+01,-1.011985e+00
2.519850e-02,-1.619238e+00,-1.241139e+01,-1.011475e+00
2.520850e-02,-1.618888e+00,-1.243477e+01,-1.011038e+00
2.521850e-02,-1.618615e+00,-1.245116e+01,-1.010676e+00
2.522850e-02,-1.618418e+00,-1.246051e+01,-1.010391e+00
2.523850e-02,-1.618299e+00,-1.246280e+01,-1.010182e+00
2.524850e-02,-1.618259e+00,-1.245800e+01,-1.010052e+00
2.525850e-02,-1.618297e+00,-1.244614e+01,-1.010001e+00
2.526850e-02,-1.618413e+00,-1.242725e+01,-1.010028e+00
2.527850e-02,-1.618608e+00,-1.240139e+01,-1.010135e+00
2.528850e-02,-1.618880e+00,-1.236864e+01,-1.010320e+00
2.529850e-02,-1.619228e+00,-1.232910e+01,-1.010582e+00
2.530850e-02,-1.619651e+00,-1.228290e+01,-1.010921e+00
2.531850e-02,-1.620148e+00,-1.223018e+01,-1.011336e+00
2.532850e-02,-1.620715e+00,-1.217112e+01,-1.011824e+00
2.533850e-02,-1.621352e+00,-1.210592e+01,-1.012384e+00
2.534850e-02,-1.622055e+00,-1.203478e+01,-1.013013e+00
2.535850e-02,-1.622822e+00,-1.195795e+01,-1.013709e+00
2.536850e-02,-1.623650e+00,-1.187569e+01,-1.014470e+00
2.537850e-02,-1.624536e+00,-1.178829e+01,-1.015292e+00
2.538850e-02,-1.625476e+00,-1.169605e+01,-1.016172e+00
2.539850e-02,-1.626466e+00,-1.159932e+01,-1.017107e+00
2.540850e-02,-1.627502e+00,-1.149842e+01,-1.018092e+00
2.541850e-02,-1.628581e+00,-1.139375e+01,-1.019124e+00
2.542850e-02,-1.629699e+00,-1.128568e+01,-1.020200e+00
2.543850e-02,-1.630850e+00,-1.117463e+01,-1.021314e+00
2.544850e-02,-1.632030e+00,-1.106101e+01,-1.022462e+00
2.545850e-02,-1.633235e+00,-1.094527e+01,-1.023640e+00
2.546850e-02,-1.634460e+00,-1.082787e+01,-1.024843e+00
2.547850e-02,-1.635699e+00,-1.070925e+01,-1.026067e+00
2.548850e-02,-1.636949e+00,-1.058990e+01,-1.027306e+00
2.549850e-02,-1.638205e+00,-1.047030e+01,-1.028556e+00
2.550850e-02,-1.639460e+00,-1.035092e+01,-1.029811e+00
2.551850e-02,-1.640711e+00,-1.023227e+01,-1.031067e+00
2.552850e-02,-1.641952e+00,-1.011483e+01,-1.032319e+00
2.553850e-02,-1.643179e+00,-9.999081e+00,-1.033562e+00
2.554850e-02,-1.644386e+00,-9.885516e+00,-1.034791e+00
2.555850e-02,-1.645570e+00,-9.774608e+00,-1.036000e+00
2.556850e-02,-1.646725e+00,-9.666826e+00,-1.037187e+00
2.557850e-02,-1.647846e+00,-9.562627e+00,-1.038344e+00
2.558850e-02,-1.648930e+00,-9.462455e+00,-1.039469e+00
2.559850e-02,-1.649971e+00,-9.366737e+00,-1.040557e+00
2.560850e-02,-1.650967e+00,-9.275884e+00,-1.041602e+00
2.561850e-02,-1.651913e+00,-9.190286e+00,-1.042602e+00
2.562850e-02,-1.652805e+00,-9.110313e+00,-1.043553e+00
2.563850e-02,-1.653640e+00,-9.036309e+00,-1.044449e+00
2.564850e-02,-1.654415e+00,-8.968595e+00,-1.045289e+00
2.565850e-02,-1.655126e+00,-8.907463e+00,-1.046069e+00
2.566850e-02,-1.655771e+00,-8.853178e+00,-1.046785e+00
2.567850e-02,-1.656347e+00,-8.805975e+00,-1.047434e+00
2.568850e-02,-1.656852e+00,-8.766059e+00,-1.048015e+00
2.569850e-02,-1.657284e+00,-8.733603e+00,-1.048525e+00
2.570850e-02,-1.657641e+00,-8.708746e+00,-1.048962e+00
2.571850e-02,-1.657923e+00,-8.691596e+00,-1.049324e+00
2.572850e-02,-1.658127e+00,-8.682226e+00,-1.049609e+00
2.573850e-02,-1.658253e+00,-8.680676e+00,-1.049818e+00
2.574850e-02,-1.658301e+00,-8.686952e+00,-1.049948e+00
2.575850e-02,-1.658271e+00,-8.701024e+00,-1.049999e+00
2.576850e-02,-1.658162e+00,-8.722830e+00,-1.049972e+00
2.577850e-02,-1.657975e+00,-8.752274e+00,-1.049865e+00
2.578850e-02,-1.657711e+00,-8.789226e+00,-1.049680e+00
2.579850e-02,-1.657371e+00,-8.833525e+00,-1.049418e+00
2.580850e-02,-1.656956e+00,-8.884978e+00,-1.049079e+00
2.581850e-02,-1.656468e+00,-8.943360e+00,-1.048664e+00
2.582850e-02,-1.655909e+00,-9.008417e+00,-1.048176e+00
2.583850e-02,-1.655281e+00,-9.079869e+00,-1.047616e+00
2.584850e-02,-1.654586e+00,-9.157406e+00,-1.046987e+00
2.585850e-02,-1.653828e+00,-9.240695e+00,-1.046291e+00
2.586850e-02,-1.653009e+00,-9.329378e+00,-1.045530e+00
2.587850e-02,-1.652133e+00,-9.423076e+00,-1.044708e+00
2.588850e-02,-1.651203e+00,-9.521388e+00,-1.043828e+00
2.589850e-02,-1.650223e+00,-9.623898e+00,-1.042893e+00
2.590850e-02,-1.649196e+00,-9.730172e+00,-1.041908e+00
2.591850e-02,-1.648127e+00,-9.839763e+00,-1.040876e+00
2.592850e-02,-1.647020e+00,-9.952212e+00,-1.039800e+00
2.593850e-02,-1.645879e+00,-1.006705e+01,-1.038686e+00
2.594850e-02,-1.644709e+00,-1.018380e+01,-1.037538e+00
2.595850e-02,-1.643515e+00,-1.030199e+01,-1.036360e+00
2.596850e-02,-1.642301e+00,-1.042113e+01,-1.035157e+00
2.597850e-02,-1.641071e+00,-1.054074e+01,-1.033933e+00
2.598850e-02,-1.639832e+00,-1.066033e+01,-1.032694e+00
2.599850e-02,-1.638587e+00,-1.077944e+01,-1.031444e+00
2.600850e-02,-1.637341e+00,-1.089759e+01,-1.030189e+00
2.601850e-02,-1.636101e+00,-1.101432e+01,-1.028933e+00
2.602850e-02,-1.634869e+00,-1.112917e+01,-1.027681e+00
2.603850e-02,-1.633652e+00,-1.124171e+01,-1.026438e+00
2.604850e-02,-1.632455e+00,-1.135150e+01,-1.025209e+00
2.605850e-02,-1.631281e+00,-1.145815e+01,-1.024000e+00
2.606850e-02,-1.630135e+00,-1.156125e+01,-1.022813e+00
2.607850e-02,-1.629023e+00,-1.166043e+01,-1.021656e+00
2.608850e-02,-1.627948e+00,-1.175532e+01,-1.020531e+00
2.609850e-02,-1.626914e+00,-1.184560e+01,-1.019443e+00
2.610850e-02,-1.625927e+00,-1.193094e+01,-1.018398e+00
2.611850e-02,-1.624989e+00,-1.201105e+01,-1.017398e+00
2.612850e-02,-1.624105e+00,-1.208565e+01,-1.016447e+00
2.613850e-02,-1.623277e+00,-1.215448e+01,-1.015551e+00
2.614850e-02,-1.622510e+00,-1.221733e+01,-1.014711e+00
2.615850e-02,-1.621806e+00,-1.227397e+01,-1.013931e+00
2.616850e-02,-1.621168e+00,-1.232423e+01,-1.013215e+00
2.617850e-02,-1.620599e+00,-1.236794e+01,-1.012566e+00
2.618850e-02,-1.620101e+00,-1.240496e+01,-1.011985e+00
2.619850e-02,-1.619675e+00,-1.243518e+01,-1.011475e+00
2.620850e-02,-1.619324e+00,-1.245848e+01,-1.011038e+00
2.621850e-02,-1.619049e+00,-1.247481e+01,-1.010676e+00
2.622850e-02,-1.618852e+00,-1.248410e+01,-1.010391e+00
2.623850e-02,-1.618732e+00,-1.248633e+01,-1.010182e+00
2.624850e-02,-1.618690e+00,-1.248149e+01,-1.010052e+00
2.625850e-02,-1.618727e+00,-1.246960e+01,-1.010001e+00
2.626850e-02,-1.618843e+00,-1.245068e+01,-1.010028e+00
2.627850e-02,-1.619036e+00,-1.242479e+01,-1.010135e+00
2.628850e-02,-1.619307e+00,-1.239202e+01,-1.010320e+00
2.629850e-02,-1.619654e+00,-1.235247e+01,-1.010582e+00
2.630850e-02,-1.620076e+00,-1.230626e+01,-1.010921e+00
2.631850e-02,-1.620571e+00,-1.225354e+01,-1.011336e+00
2.632850e-02,-1.621138e+00,-1.219448e+01,-1.011824e+00
2.633850e-02,-1.621773e+00,-1.212928e+01,-1.012384e+00
2.634850e-02,-1.622476e+00,-1.205815e+01,-1.013013e+00
2.635850e-02,-1.623242e+00,-1.198133e+01,-1.013709e+00
2.636850e-02,-1.624068e+00,-1.189908e+01,-1.014470e+00
2.637850e-02,-1.624953e+00,-1.181170e+01,-1.015292e+00
2.638850e-02,-1.625892e+00,-1.171949e+01,-1.016172e+00
2.639850e-02,-1.626881e+00,-1.162277e+01,-1.017107e+00
2.640850e-02,-1.627916e+00,-1.152190e+01,-1.018092e+00
2.641850e-02,-1.628994e+00,-1.141724e+01,-1.019124e+00
2.642850e-02,-1.630110e+00,-1.130920e+01,-1.020200e+00
2.643850e-02,-1.631260e+00,-1.119816e+01,-1.021314e+00
2.644850e-02,-1.632440e+00,-1.108457e+01,-1.022462e+00
2.645850e-02,-1.633643e+00,-1.096885e+01,-1.023640e+00
2.646850e-02,-1.634867e+00,-1.085146e+01,-1.024843e+00
2.647850e-02,-1.636106e+00,-1.073286e+01,-1.026067e+00
2.648850e-02,-1.637355e+00,-1.061352e+01,-1.027306e+00
2.649850e-02,-1.638609e+00,-1.049393e+01,-1.028556e+00
2.650850e-02,-1.639864e+00,-1.037457e+01,-1.029811e+00
2.651850e-02,-1.641113e+00,-1.025592e+01,-1.031067e+00
2.652850e-02,-1.642354e+00,-1.013848e+01,-1.032319e+00
2.653850e-02,-1.643579e+00,-1.002274e+01,-1.033562e+00
2.654850e-02,-1.644786e+00,-9.909167e+00,-1.034791e+00
2.655850e-02,-1.645968e+00,-9.798253e+00,-1.036000e+00
2.656850e-02,-1.647122e+00,-9.690461e+00,-1.037187e+00
2.657850e-02,-1.648242e+00,-9.586249e+00,-1.038344e+00
2.658850e-02,-1.649325e+00,-9.486060e+00,-1.039469e+00
2.659850e-02,-1.650366e+00,-9.390322e+00,-1.040557e+00
2.660850e-02,-1.651361e+00,-9.299445e+00,-1.041602e+00
2.661850e-02,-1.652306e+00,-9.213820e+00,-1.042602e+00
2.662850e-02,-1.653197e+00,-9.133816e+00,-1.043553e+00
2.663850e-02,-1.654031e+00,-9.059778e+00,-1.044449e+00
2.664850e-02,-1.654804e+00,-8.992026e+00,-1.045289e+00
2.665850e-02,-1.655515e+00,-8.930853e+00,-1.046069e+00
2.666850e-02,-1.656158e+00,-8.876523e+00,-1.046785e+00
2.667850e-02,-1.656734e+00,-8.829272e+00,-1.047434e+00
2.668850e-02,-1.657238e+00,-8.789305e+00,-1.048015e+00
2.669850e-02,-1.657669e+00,-8.756794e+00,-1.048525e+00
2.670850e-02,-1.658025e+00,-8.731879e+00,-1.048962e+00
2.671850e-02,-1.658306e+00,-8.714668e+00,-1.049324e+00
2.672850e-02,-1.658509e+00,-8.705234e+00,-1.049609e+00
2.673850e-02,-1.658634e+00,-8.703618e+00,-1.049818e+00
2.674850e-02,-1.658681e+00,-8.709823e+00,-1.049948e+00
2.675850e-02,-1.658650e+00,-8.723823e+00,-1.049999e+00
2.676850e-02,-1.658540e+00,-8.745553e+00,-1.049972e+00
2.677850e-02,-1.658352e+00,-8.774919e+00,-1.049865e+00
2.678850e-02,-1.658087e+00,-8.811790e+00,-1.049680e+00
2.679850e-02,-1.657746e+00,-8.856005e+00,-1.049418e+00
2.680850e-02,-1.657330e+00,-8.907372e+00,-1.049079e+00
2.681850e-02,-1.656841e+00,-8.965665e+00,-1.048664e+00
2.682850e-02,-1.656281e+00,-9.030632e+00,-1.048176e+00
2.683850e-02,-1.655652e+00,-9.101990e+00,-1.047616e+00
2.684850e-02,-1.654957e+00,-9.179432e+00,-1.046987e+00
2.685850e-02,-1.654198e+00,-9.262622e+00,-1.046291e+00
2.686850e-02,-1.653378e+00,-9.351205e+00,-1.045530e+00
2.687850e-02,-1.652501e+00,-9.444800e+00,-1.044708e+00
2.688850e-02,-1.651570e+00,-9.543009e+00,-1.043828e+00
2.689850e-02,-1.650589e+00,-9.645413e+00,-1.042893e+00
2.690850e-02,-1.649562e+00,-9.751579e+00,-1.041908e+00
2.691850e-02,-1.648492e+00,-9.861061e+00,-1.040876e+00
2.692850e-02,-1.647384e+00,-9.973399e+00,-1.039800e+00
2.693850e-02,-1.646242e+00,-1.008813e+01,-1.038686e+00
2.694850e-02,-1.645071e+00,-1.020477e+01,-1.037538e+00
2.695850e-02,-1.643876e+00,-1.032284e+01,-1.036360e+00
2.696850e-02,-1.642661e+00,-1.044186e+01,-1.035157e+00
2.697850e-02,-1.641430e+00,-1.056135e+01,-1.033933e+00
2.698850e-02,-1.640190e+00,-1.068083e+01,-1.032694e+00
2.699850e-02,-1.638944e+00,-1.079983e+01,-1.031444e+00
2.700850e-02,-1.637698e+00,-1.091786e+01,-1.030189e+00
2.701850e-02,-1.636456e+00,-1.103447e+01,-1.028933e+00
2.702850e-02,-1.635224e+00,-1.114921e+01,-1.027681e+00
2.703850e-02,-1.634006e+00,-1.126163e+01,-1.026438e+00
2.704850e-02,-1.632807e+00,-1.137132e+01,-1.025209e+00
2.705850e-02,-1.631632e+00,-1.147785e+01,-1.024000e+00
2.706850e-02,-1.630486e+00,-1.158084e+01,-1.022813e+00
2.707850e-02,-1.629373e+00,-1.167991e+01,-1.021656e+00
2.708850e-02,-1.628297e+00,-1.177470e+01,-1.020531e+00
2.709850e-02,-1.627262e+00,-1.186488e+01,-1.019443e+00
2.710850e-02,-1.626274e+00,-1.195012e+01,-1.018398e+00
2.711850e-02,-1.625335e+00,-1.203013e+01,-1.017398e+00
2.712850e-02,-1.624450e+00,-1.210463e+01,-1.016447e+00
2.713850e-02,-1.623622e+00,-1.217338e+01,-1.015551e+00
2.714850e-02,-1.622854e+00,-1.223614e+01,-1.014711e+00
2.715850e-02,-1.622149e+00,-1.229271e+01,-1.013931e+00
2.716850e-02,-1.621510e+00,-1.234289e+01,-1.013215e+00
2.717850e-02,-1.620940e+00,-1.238653e+01,-1.012566e+00
2.718850e-02,-1.620441e+00,-1.242349e+01,-1.011985e+00
2.719850e-02,-1.620014e+00,-1.245364e+01,-1.011475e+00
2.720850e-02,-1.619663e+00,-1.247689e+01,-1.011038e+00
2.721850e-02,-1.619387e+00,-1.249317e+01,-1.010676e+00
2.722850e-02,-1.619188e+00,-1.250242e+01,-1.010391e+00
2.723850e-02,-1.619067e+00,-1.250461e+01,-1.010182e+00
2.724850e-02,-1.619025e+00,-1.249974e+01,-1.010052e+00
2.725850e-02,-1.619061e+00,-1.248781e+01,-1.010001e+00
2.726850e-02,-1.619175e+00,-1.246886e+01,-1.010028e+00
2.727850e-02,-1.619368e+00,-1.244296e+01,-1.010135e+00
2.728850e-02,-1.619638e+00,-1.241017e+01,-1.010320e+00
2.729850e-02,-1.619984e+00,-1.237061e+01,-1.010582e+00
2.730850e-02,-1.620405e+00,-1.232439e+01,-1.010921e+00
2.731850e-02,-1.620900e+00,-1.227167e+01,-1.011336e+00
2.732850e-02,-1.621465e+00,-1.221261e+01,-1.011824e+00
2.733850e-02,-1.622100e+00,-1.214741e+01,-1.012384e+00
2.734850e-02,-1.622801e+00,-1.207629e+01,-1.013013e+00
2.735850e-02,-1.623567e+00,-1.199948e+01,-1.013709e+00
2.736850e-02,-1.624393e+00,-1.191725e+01,-1.014470e+00
2.737850e-02,-1.625276e+00,-1.182988e+01,-1.015292e+00
