Time,main.plant_node,main.setpoint,main.out
4.513000e-02,3.388683e+00,3.300000e+00,1.818961e-01
4.514000e-02,3.210318e+00,3.300000e+00,-1.751542e-01
4.515000e-02,3.388541e+00,3.300000e+00,1.816107e-01
4.516000e-02,3.210461e+00,3.300000e+00,-1.748691e-01
4.517000e-02,3.388399e+00,3.300000e+00,1.813258e-01
4.518000e-02,3.210604e+00,3.300000e+00,-1.745844e-01
4.519000e-02,3.388257e+00,3.300000e+00,1.810413e-01
4.520000e-02,3.210746e+00,3.300000e+00,-1.743001e-01
4.521000e-02,3.388115e+00,3.300000e+00,1.807573e-01
4.522000e-02,3.210888e+00,3.300000e+00,-1.740163e-01
4.523000e-02,3.387974e+00,3.300000e+00,1.804738e-01
4.524000e-02,3.211029e+00,3.300000e+00,-1.737330e-01
4.525000e-02,3.387832e+00,3.300000e+00,1.801907e-01
4.526000e-02,3.211171e+00,3.300000e+00,-1.734501e-01
4.527000e-02,3.387691e+00,3.300000e+00,1.799080e-01
4.528000e-02,3.211312e+00,3.300000e+00,-1.731677e-01
4.529000e-02,3.387551e+00,3.300000e+00,1.796258e-01
4.530000e-02,3.211453e+00,3.300000e+00,-1.728857e-01
4.531000e-02,3.387410e+00,3.300000e+00,1.793440e-01
4.532000e-02,3.211594e+00,3.300000e+00,-1.726042e-01
4.533000e-02,3.387270e+00,3.300000e+00,1.790627e-01
4.534000e-02,3.211735e+00,3.300000e+00,-1.723231e-01
4.535000e-02,3.387130e+00,3.300000e+00,1.787819e-01
4.536000e-02,3.211875e+00,3.300000e+00,-1.720425e-01
4.537000e-02,3.386990e+00,3.300000e+00,1.785015e-01
4.538000e-02,3.212015e+00,3.300000e+00,-1.717623e-01
4.539000e-02,3.386850e+00,3.300000e+00,1.782215e-01
4.540000e-02,3.212155e+00,3.300000e+00,-1.714826e-01
4.541000e-02,3.386711e+00,3.300000e+00,1.779420e-01
4.542000e-02,3.212295e+00,3.300000e+00,-1.712033e-01
4.543000e-02,3.386572e+00,3.300000e+00,1.776629e-01
4.544000e-02,3.212435e+00,3.300000e+00,-1.709244e-01
4.545000e-02,3.386433e+00,3.300000e+00,1.773843e-01
4.546000e-02,3.212574e+00,3.300000e+00,-1.706460e-01
4.547000e-02,3.386294e+00,3.300000e+00,1.771061e-01
4.548000e-02,3.212713e+00,3.300000e+00,-1.703681e-01
4.549000e-02,3.386155e+00,3.300000e+00,1.768284e-01
4.550000e-02,3.212852e+00,3.300000e+00,-1.700906e-01
4.551000e-02,3.386017e+00,3.300000e+00,1.765511e-01
4.552000e-02,3.212990e+00,3.300000e+00,-1.698135e-01
4.553000e-02,3.385879e+00,3.300000e+00,1.762743e-01
4.554000e-02,3.213129e+00,3.300000e+00,-1.695369e-01
4.555000e-02,3.385741e+00,3.300000e+00,1.759979e-01
4.556000e-02,3.213267e+00,3.300000e+00,-1.692607e-01
4.557000e-02,3.385603e+00,3.300000e+00,1.757219e-01
4.558000e-02,3.213405e+00,3.300000e+00,-1.689850e-01
4.559000e-02,3.385466e+00,3.300000e+00,1.754464e-01
4.560000e-02,3.213543e+00,3.300000e+00,-1.687097e-01
4.561000e-02,3.385329e+00,3.300000e+00,1.751713e-01
4.562000e-02,3.213680e+00,3.300000e+00,-1.684348e-01
4.563000e-02,3.385192e+00,3.300000e+00,1.748967e-01
4.564000e-02,3.213818e+00,3.300000e+00,-1.681604e-01
4.565000e-02,3.385055e+00,3.300000e+00,1.746225e-01
4.566000e-02,3.213955e+00,3.300000e+00,-1.678864e-01
4.567000e-02,3.384918e+00,3.300000e+00,1.743487e-01
4.568000e-02,3.214091e+00,3.300000e+00,-1.676129e-01
4.569000e-02,3.384782e+00,3.300000e+00,1.740754e-01
